Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000108830,RND2,protein_coding,11,4,2,0,27,2,10,28
ENSG00000108839,ALOX12,protein_coding,2,2,3,2,0,0,0,0
ENSG00000108840,HDAC5,protein_coding,506,519,388,668,416,173,209,594
ENSG00000108846,ABCC3,protein_coding,1,1,0,0,652,299,397,1093
ENSG00000108848,LUC7L3,protein_coding,29100,31469,21596,24212,2498,669,750,2231
ENSG00000108849,PPY,protein_coding,1,0,0,0,0,0,0,0
ENSG00000108852,MPP2,protein_coding,992,1228,1329,1844,383,160,184,469
ENSG00000108854,SMURF2,protein_coding,1982,2338,1471,1542,5471,1664,1579,4849
ENSG00000108861,DUSP3,protein_coding,3582,4260,2855,4020,6282,2282,1962,4818
ENSG00000108878,CACNG1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000108883,EFTUD2,protein_coding,3065,3735,3373,4178,4083,1364,1689,4167
ENSG00000108924,HLF,protein_coding,794,866,483,526,34,12,21,45
ENSG00000108932,SLC16A6,protein_coding,2300,2955,2057,2081,26,9,16,39
ENSG00000108946,PRKAR1A,protein_coding,11742,13108,10456,12115,6240,1953,1986,5572
ENSG00000108947,EFNB3,protein_coding,213,203,62,106,492,176,167,451
ENSG00000108950,FAM20A,protein_coding,0,0,1,0,0,0,0,0
ENSG00000108953,YWHAE,protein_coding,43229,49518,48981,61303,5099,1727,1854,5327
ENSG00000108960,MMD,protein_coding,1936,2203,644,883,1016,405,289,817
ENSG00000108961,RANGRF,protein_coding,130,136,129,206,151,41,86,303
ENSG00000108963,DPH1,protein_coding,1049,1166,1112,1408,333,130,211,563
ENSG00000108984,MAP2K6,protein_coding,408,483,614,708,1409,367,508,1376
ENSG00000109016,DHRS7B,protein_coding,294,323,500,633,248,79,114,341
ENSG00000109046,WSB1,protein_coding,6929,7263,3356,3682,771,288,130,346
ENSG00000109047,RCVRN,protein_coding,0,0,0,0,0,0,0,0
ENSG00000109061,MYH1,protein_coding,0,0,2,0,0,0,0,0
ENSG00000109062,NHERF1,protein_coding,7390,7794,5846,7944,1577,591,1040,2910
ENSG00000109063,MYH3,protein_coding,36,38,64,102,5,3,7,12
ENSG00000109065,NAT9,protein_coding,673,724,705,915,458,204,269,698
ENSG00000109066,TMEM104,protein_coding,781,924,670,1108,673,239,244,668
ENSG00000109072,VTN,protein_coding,6,18,4,2,0,0,0,0
ENSG00000109079,TNFAIP1,protein_coding,2133,2315,1481,2135,1294,454,361,990
ENSG00000109083,IFT20,protein_coding,496,591,679,922,267,104,116,296
ENSG00000109084,TMEM97,protein_coding,3899,5038,5876,5961,1822,677,994,2653
ENSG00000109089,CDR2L,protein_coding,1125,1151,825,1251,879,261,361,789
ENSG00000109099,PMP22,protein_coding,22,31,24,35,1314,437,496,1278
ENSG00000109101,FOXN1,protein_coding,14,23,47,62,0,0,0,0
ENSG00000109103,UNC119,protein_coding,2095,2331,1357,1853,724,305,262,594
ENSG00000109107,ALDOC,protein_coding,4130,4549,1490,4140,616,250,59,120
ENSG00000109111,SUPT6H,protein_coding,9383,11322,8610,10716,1626,477,516,1434
ENSG00000109113,RAB34,protein_coding,6,2,1,8,857,304,445,975
ENSG00000109118,PHF12,protein_coding,5123,5653,5580,7329,1458,516,392,1119
ENSG00000109132,PHOX2B,protein_coding,0,1,2,0,0,0,0,0
ENSG00000109133,TMEM33,protein_coding,6130,7192,7696,8236,2320,794,886,2443
ENSG00000109158,GABRA4,protein_coding,0,0,0,0,0,0,0,0
ENSG00000109163,GNRHR,protein_coding,0,0,0,0,0,0,0,0
ENSG00000109171,SLAIN2,protein_coding,5800,6572,5523,6018,2127,684,839,2360
ENSG00000109180,OCIAD1,protein_coding,8739,10935,13610,13724,2735,875,851,2364
ENSG00000109181,UGT2B10,protein_coding,53,71,740,816,0,0,0,0
ENSG00000109182,CWH43,protein_coding,26,48,26,15,14,4,7,20
